workflow	classifier	run_name	is_shuffled_control	replicate	spike_n_per_genome	total_spike_n	n_genomes	is_positive	is_negative	expected_target_labels	n_expected_species	threshold_mode	threshold_value	n_reported_taxa_detected	n_off_target_taxa_detected	n_expected_taxa_detected	n_expected_panel_labels_detected	matched_expected_labels_detected	reported_taxa	off_target_taxa	any_expected_detected	all_expected_detected	any_off_target_detected	any_taxa_detected	clean_positive_call	taxonomic_precision_observation
multi_read	kraken	spikein_multi_read_panel2_20260417_151425	False	10	1000	2000	2	True	False	Plasmodium falciparum; Plasmodium vivax	2	fixed	1	27	15	12	2	Plasmodium falciparum; Plasmodium vivax	Plasmodium; Plasmodium (Haemamoeba); Plasmodium (Laverania); Plasmodium (Plasmodium); Plasmodium (Vinckeia); Plasmodium adleri (nom. inval.); Plasmodium berghei; Plasmodium berghei ANKA; Plasmodium cf. malariae; Plasmodium chabaudi; Plasmodium chabaudi adami; Plasmodium falciparum; Plasmodium falciparum 326.1; Plasmodium falciparum 327.1; Plasmodium falciparum 365.1; Plasmodium falciparum 383.1; Plasmodium falciparum 397.1; Plasmodium falciparum 398.1; Plasmodium falciparum 3D7; Plasmodium falciparum 58.1; Plasmodium falciparum NF54; Plasmodium gonderi; Plasmodium knowlesi; Plasmodium praefalciparum (nom. ined.); Plasmodium reichenowi; Plasmodium relictum; Plasmodium vivax	Plasmodium (Haemamoeba); Plasmodium (Laverania); Plasmodium (Plasmodium); Plasmodium (Vinckeia); Plasmodium adleri (nom. inval.); Plasmodium berghei; Plasmodium berghei ANKA; Plasmodium cf. malariae; Plasmodium chabaudi; Plasmodium chabaudi adami; Plasmodium gonderi; Plasmodium knowlesi; Plasmodium praefalciparum (nom. ined.); Plasmodium reichenowi; Plasmodium relictum	True	True	True	True	False	0.074
multi_read	kraken	spikein_multi_read_panel2_20260417_151425	False	10	2500	5000	2	True	False	Plasmodium falciparum; Plasmodium vivax	2	fixed	1	31	19	12	2	Plasmodium falciparum; Plasmodium vivax	Plasmodium; Plasmodium (Haemamoeba); Plasmodium (Laverania); Plasmodium (Plasmodium); Plasmodium (Vinckeia); Plasmodium adleri (nom. inval.); Plasmodium cf. malariae; Plasmodium chabaudi; Plasmodium chabaudi adami; Plasmodium coatneyi; Plasmodium falciparum; Plasmodium falciparum 326.1; Plasmodium falciparum 327.1; Plasmodium falciparum 365.1; Plasmodium falciparum 383.1; Plasmodium falciparum 397.1; Plasmodium falciparum 398.1; Plasmodium falciparum 3D7; Plasmodium falciparum 58.1; Plasmodium falciparum NF54; Plasmodium gaboni; Plasmodium gonderi; Plasmodium inui; Plasmodium inui San Antonio 1; Plasmodium knowlesi; Plasmodium ovale; Plasmodium praefalciparum (nom. ined.); Plasmodium reichenowi; Plasmodium relictum; Plasmodium sp. DRC-Itaito; Plasmodium vivax	Plasmodium (Haemamoeba); Plasmodium (Laverania); Plasmodium (Plasmodium); Plasmodium (Vinckeia); Plasmodium adleri (nom. inval.); Plasmodium cf. malariae; Plasmodium chabaudi; Plasmodium chabaudi adami; Plasmodium coatneyi; Plasmodium gaboni; Plasmodium gonderi; Plasmodium inui; Plasmodium inui San Antonio 1; Plasmodium knowlesi; Plasmodium ovale; Plasmodium praefalciparum (nom. ined.); Plasmodium reichenowi; Plasmodium relictum; Plasmodium sp. DRC-Itaito	True	True	True	True	False	0.065
multi_read	kraken	spikein_multi_read_panel2_20260417_151425	False	10	5000	10000	2	True	False	Plasmodium falciparum; Plasmodium vivax	2	fixed	1	30	18	12	2	Plasmodium falciparum; Plasmodium vivax	Plasmodium; Plasmodium (Haemamoeba); Plasmodium (Laverania); Plasmodium (Plasmodium); Plasmodium (Vinckeia); Plasmodium adleri (nom. inval.); Plasmodium berghei; Plasmodium berghei ANKA; Plasmodium cf. malariae; Plasmodium coatneyi; Plasmodium falciparum; Plasmodium falciparum 326.1; Plasmodium falciparum 327.1; Plasmodium falciparum 365.1; Plasmodium falciparum 383.1; Plasmodium falciparum 397.1; Plasmodium falciparum 398.1; Plasmodium falciparum 3D7; Plasmodium falciparum 58.1; Plasmodium falciparum NF54; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium inui; Plasmodium inui San Antonio 1; Plasmodium knowlesi; Plasmodium praefalciparum (nom. ined.); Plasmodium reichenowi; Plasmodium relictum; Plasmodium sp. DRC-Itaito; Plasmodium vivax	Plasmodium (Haemamoeba); Plasmodium (Laverania); Plasmodium (Plasmodium); Plasmodium (Vinckeia); Plasmodium adleri (nom. inval.); Plasmodium berghei; Plasmodium berghei ANKA; Plasmodium cf. malariae; Plasmodium coatneyi; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium inui; Plasmodium inui San Antonio 1; Plasmodium knowlesi; Plasmodium praefalciparum (nom. ined.); Plasmodium reichenowi; Plasmodium relictum; Plasmodium sp. DRC-Itaito	True	True	True	True	False	0.067
multi_read	kraken	spikein_multi_read_panel2_20260417_151425	False	11	1	2	2	True	False	Plasmodium falciparum; Plasmodium vivax	2	fixed	1	5	3	2	1	Plasmodium vivax	Plasmodium; Plasmodium (Laverania); Plasmodium (Plasmodium); Plasmodium adleri (nom. inval.); Plasmodium vivax	Plasmodium (Laverania); Plasmodium (Plasmodium); Plasmodium adleri (nom. inval.)	True	False	True	True	False	0.2
multi_read	kraken	spikein_multi_read_panel2_20260417_151425	False	11	5	10	2	True	False	Plasmodium falciparum; Plasmodium vivax	2	fixed	1	9	4	5	2	Plasmodium falciparum; Plasmodium vivax	Plasmodium; Plasmodium (Laverania); Plasmodium (Plasmodium); Plasmodium adleri (nom. inval.); Plasmodium cf. malariae; Plasmodium falciparum; Plasmodium falciparum 383.1; Plasmodium falciparum 3D7; Plasmodium vivax	Plasmodium (Laverania); Plasmodium (Plasmodium); Plasmodium adleri (nom. inval.); Plasmodium cf. malariae	True	True	True	True	False	0.222
multi_read	kraken	spikein_multi_read_panel2_20260417_151425	False	11	10	20	2	True	False	Plasmodium falciparum; Plasmodium vivax	2	fixed	1	8	3	5	2	Plasmodium falciparum; Plasmodium vivax	Plasmodium; Plasmodium (Laverania); Plasmodium (Plasmodium); Plasmodium adleri (nom. inval.); Plasmodium falciparum; Plasmodium falciparum 383.1; Plasmodium falciparum 3D7; Plasmodium vivax	Plasmodium (Laverania); Plasmodium (Plasmodium); Plasmodium adleri (nom. inval.)	True	True	True	True	False	0.25
multi_read	kraken	spikein_multi_read_panel2_20260417_151425	False	11	25	50	2	True	False	Plasmodium falciparum; Plasmodium vivax	2	fixed	1	10	5	5	2	Plasmodium falciparum; Plasmodium vivax	Plasmodium; Plasmodium (Haemamoeba); Plasmodium (Laverania); Plasmodium (Plasmodium); Plasmodium adleri (nom. inval.); Plasmodium falciparum; Plasmodium falciparum 383.1; Plasmodium falciparum 58.1; Plasmodium relictum; Plasmodium vivax	Plasmodium (Haemamoeba); Plasmodium (Laverania); Plasmodium (Plasmodium); Plasmodium adleri (nom. inval.); Plasmodium relictum	True	True	True	True	False	0.2
multi_read	kraken	spikein_multi_read_panel2_20260417_151425	False	11	50	100	2	True	False	Plasmodium falciparum; Plasmodium vivax	2	fixed	1	11	4	7	2	Plasmodium falciparum; Plasmodium vivax	Plasmodium; Plasmodium (Laverania); Plasmodium (Plasmodium); Plasmodium adleri (nom. inval.); Plasmodium cf. malariae; Plasmodium falciparum; Plasmodium falciparum 326.1; Plasmodium falciparum 383.1; Plasmodium falciparum 3D7; Plasmodium falciparum 58.1; Plasmodium vivax	Plasmodium (Laverania); Plasmodium (Plasmodium); Plasmodium adleri (nom. inval.); Plasmodium cf. malariae	True	True	True	True	False	0.182
multi_read	kraken	spikein_multi_read_panel2_20260417_151425	False	11	100	200	2	True	False	Plasmodium falciparum; Plasmodium vivax	2	fixed	1	16	7	9	2	Plasmodium falciparum; Plasmodium vivax	Plasmodium; Plasmodium (Haemamoeba); Plasmodium (Laverania); Plasmodium (Plasmodium); Plasmodium adleri (nom. inval.); Plasmodium cf. malariae; Plasmodium falciparum; Plasmodium falciparum 326.1; Plasmodium falciparum 365.1; Plasmodium falciparum 383.1; Plasmodium falciparum 398.1; Plasmodium falciparum 3D7; Plasmodium falciparum 58.1; Plasmodium praefalciparum (nom. ined.); Plasmodium relictum; Plasmodium vivax	Plasmodium (Haemamoeba); Plasmodium (Laverania); Plasmodium (Plasmodium); Plasmodium adleri (nom. inval.); Plasmodium cf. malariae; Plasmodium praefalciparum (nom. ined.); Plasmodium relictum	True	True	True	True	False	0.125
multi_read	kraken	spikein_multi_read_panel2_20260417_151425	False	11	250	500	2	True	False	Plasmodium falciparum; Plasmodium vivax	2	fixed	1	20	10	10	2	Plasmodium falciparum; Plasmodium vivax	Plasmodium; Plasmodium (Haemamoeba); Plasmodium (Laverania); Plasmodium (Plasmodium); Plasmodium (Vinckeia); Plasmodium adleri (nom. inval.); Plasmodium cf. malariae; Plasmodium falciparum; Plasmodium falciparum 326.1; Plasmodium falciparum 327.1; Plasmodium falciparum 365.1; Plasmodium falciparum 383.1; Plasmodium falciparum 397.1; Plasmodium falciparum 398.1; Plasmodium falciparum 3D7; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei; Plasmodium vinckei brucechwatti; Plasmodium vivax	Plasmodium (Haemamoeba); Plasmodium (Laverania); Plasmodium (Plasmodium); Plasmodium (Vinckeia); Plasmodium adleri (nom. inval.); Plasmodium cf. malariae; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei; Plasmodium vinckei brucechwatti	True	True	True	True	False	0.1
multi_read	kraken	spikein_multi_read_panel2_20260417_151425	False	11	500	1000	2	True	False	Plasmodium falciparum; Plasmodium vivax	2	fixed	1	23	11	12	2	Plasmodium falciparum; Plasmodium vivax	Plasmodium; Plasmodium (Laverania); Plasmodium (Plasmodium); Plasmodium (Vinckeia); Plasmodium adleri (nom. inval.); Plasmodium berghei; Plasmodium berghei ANKA; Plasmodium cf. malariae; Plasmodium falciparum; Plasmodium falciparum 326.1; Plasmodium falciparum 327.1; Plasmodium falciparum 365.1; Plasmodium falciparum 383.1; Plasmodium falciparum 397.1; Plasmodium falciparum 398.1; Plasmodium falciparum 3D7; Plasmodium falciparum 58.1; Plasmodium falciparum NF54; Plasmodium gaboni; Plasmodium gonderi; Plasmodium praefalciparum (nom. ined.); Plasmodium reichenowi; Plasmodium vivax	Plasmodium (Laverania); Plasmodium (Plasmodium); Plasmodium (Vinckeia); Plasmodium adleri (nom. inval.); Plasmodium berghei; Plasmodium berghei ANKA; Plasmodium cf. malariae; Plasmodium gaboni; Plasmodium gonderi; Plasmodium praefalciparum (nom. ined.); Plasmodium reichenowi	True	True	True	True	False	0.087
multi_read	kraken	spikein_multi_read_panel2_20260417_151425	False	11	1000	2000	2	True	False	Plasmodium falciparum; Plasmodium vivax	2	fixed	1	25	13	12	2	Plasmodium falciparum; Plasmodium vivax	Plasmodium; Plasmodium (Haemamoeba); Plasmodium (Laverania); Plasmodium (Plasmodium); Plasmodium (Vinckeia); Plasmodium adleri (nom. inval.); Plasmodium cf. malariae; Plasmodium chabaudi; Plasmodium chabaudi adami; Plasmodium coatneyi; Plasmodium falciparum; Plasmodium falciparum 326.1; Plasmodium falciparum 327.1; Plasmodium falciparum 365.1; Plasmodium falciparum 383.1; Plasmodium falciparum 397.1; Plasmodium falciparum 398.1; Plasmodium falciparum 3D7; Plasmodium falciparum 58.1; Plasmodium falciparum NF54; Plasmodium ovale; Plasmodium praefalciparum (nom. ined.); Plasmodium reichenowi; Plasmodium relictum; Plasmodium vivax	Plasmodium (Haemamoeba); Plasmodium (Laverania); Plasmodium (Plasmodium); Plasmodium (Vinckeia); Plasmodium adleri (nom. inval.); Plasmodium cf. malariae; Plasmodium chabaudi; Plasmodium chabaudi adami; Plasmodium coatneyi; Plasmodium ovale; Plasmodium praefalciparum (nom. ined.); Plasmodium reichenowi; Plasmodium relictum	True	True	True	True	False	0.08
multi_read	kraken	spikein_multi_read_panel2_20260417_151425	False	11	2500	5000	2	True	False	Plasmodium falciparum; Plasmodium vivax	2	fixed	1	29	17	12	2	Plasmodium falciparum; Plasmodium vivax	Plasmodium; Plasmodium (Haemamoeba); Plasmodium (Laverania); Plasmodium (Plasmodium); Plasmodium (Vinckeia); Plasmodium adleri (nom. inval.); Plasmodium berghei; Plasmodium berghei ANKA; Plasmodium cf. malariae; Plasmodium chabaudi; Plasmodium chabaudi adami; Plasmodium coatneyi; Plasmodium falciparum; Plasmodium falciparum 326.1; Plasmodium falciparum 327.1; Plasmodium falciparum 365.1; Plasmodium falciparum 383.1; Plasmodium falciparum 397.1; Plasmodium falciparum 398.1; Plasmodium falciparum 3D7; Plasmodium falciparum 58.1; Plasmodium falciparum NF54; Plasmodium gaboni; Plasmodium gonderi; Plasmodium praefalciparum (nom. ined.); Plasmodium reichenowi; Plasmodium relictum; Plasmodium sp. DRC-Itaito; Plasmodium vivax	Plasmodium (Haemamoeba); Plasmodium (Laverania); Plasmodium (Plasmodium); Plasmodium (Vinckeia); Plasmodium adleri (nom. inval.); Plasmodium berghei; Plasmodium berghei ANKA; Plasmodium cf. malariae; Plasmodium chabaudi; Plasmodium chabaudi adami; Plasmodium coatneyi; Plasmodium gaboni; Plasmodium gonderi; Plasmodium praefalciparum (nom. ined.); Plasmodium reichenowi; Plasmodium relictum; Plasmodium sp. DRC-Itaito	True	True	True	True	False	0.069
multi_read	kraken	spikein_multi_read_panel2_20260417_151425	False	11	5000	10000	2	True	False	Plasmodium falciparum; Plasmodium vivax	2	fixed	1	35	23	12	2	Plasmodium falciparum; Plasmodium vivax	Plasmodium; Plasmodium (Haemamoeba); Plasmodium (Laverania); Plasmodium (Plasmodium); Plasmodium (Vinckeia); Plasmodium adleri (nom. inval.); Plasmodium berghei; Plasmodium berghei ANKA; Plasmodium cf. malariae; Plasmodium chabaudi; Plasmodium chabaudi adami; Plasmodium falciparum; Plasmodium falciparum 326.1; Plasmodium falciparum 327.1; Plasmodium falciparum 365.1; Plasmodium falciparum 383.1; Plasmodium falciparum 397.1; Plasmodium falciparum 398.1; Plasmodium falciparum 3D7; Plasmodium falciparum 58.1; Plasmodium falciparum NF54; Plasmodium gaboni; Plasmodium gonderi; Plasmodium inui; Plasmodium inui San Antonio 1; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium praefalciparum (nom. ined.); Plasmodium reichenowi; Plasmodium relictum; Plasmodium sp. DRC-Itaito; Plasmodium vinckei; Plasmodium vinckei brucechwatti; Plasmodium vivax	Plasmodium (Haemamoeba); Plasmodium (Laverania); Plasmodium (Plasmodium); Plasmodium (Vinckeia); Plasmodium adleri (nom. inval.); Plasmodium berghei; Plasmodium berghei ANKA; Plasmodium cf. malariae; Plasmodium chabaudi; Plasmodium chabaudi adami; Plasmodium gaboni; Plasmodium gonderi; Plasmodium inui; Plasmodium inui San Antonio 1; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium praefalciparum (nom. ined.); Plasmodium reichenowi; Plasmodium relictum; Plasmodium sp. DRC-Itaito; Plasmodium vinckei; Plasmodium vinckei brucechwatti	True	True	True	True	False	0.057
multi_read	kraken	spikein_multi_read_panel2_20260417_151425	False	12	1	2	2	True	False	Plasmodium falciparum; Plasmodium vivax	2	fixed	1	6	2	4	2	Plasmodium falciparum; Plasmodium vivax	Plasmodium; Plasmodium (Laverania); Plasmodium (Plasmodium); Plasmodium falciparum; Plasmodium falciparum 383.1; Plasmodium vivax	Plasmodium (Laverania); Plasmodium (Plasmodium)	True	True	True	True	False	0.333
multi_read	kraken	spikein_multi_read_panel2_20260417_151425	False	12	5	10	2	True	False	Plasmodium falciparum; Plasmodium vivax	2	fixed	1	7	3	4	2	Plasmodium falciparum; Plasmodium vivax	Plasmodium; Plasmodium (Laverania); Plasmodium (Plasmodium); Plasmodium adleri (nom. inval.); Plasmodium falciparum; Plasmodium falciparum 383.1; Plasmodium vivax	Plasmodium (Laverania); Plasmodium (Plasmodium); Plasmodium adleri (nom. inval.)	True	True	True	True	False	0.286
multi_read	kraken	spikein_multi_read_panel2_20260417_151425	False	12	10	20	2	True	False	Plasmodium falciparum; Plasmodium vivax	2	fixed	1	7	3	4	2	Plasmodium falciparum; Plasmodium vivax	Plasmodium; Plasmodium (Laverania); Plasmodium (Plasmodium); Plasmodium adleri (nom. inval.); Plasmodium falciparum; Plasmodium falciparum 383.1; Plasmodium vivax	Plasmodium (Laverania); Plasmodium (Plasmodium); Plasmodium adleri (nom. inval.)	True	True	True	True	False	0.286
multi_read	kraken	spikein_multi_read_panel2_20260417_151425	False	12	25	50	2	True	False	Plasmodium falciparum; Plasmodium vivax	2	fixed	1	9	3	6	2	Plasmodium falciparum; Plasmodium vivax	Plasmodium; Plasmodium (Laverania); Plasmodium (Plasmodium); Plasmodium adleri (nom. inval.); Plasmodium falciparum; Plasmodium falciparum 327.1; Plasmodium falciparum 383.1; Plasmodium falciparum 58.1; Plasmodium vivax	Plasmodium (Laverania); Plasmodium (Plasmodium); Plasmodium adleri (nom. inval.)	True	True	True	True	False	0.222
multi_read	kraken	spikein_multi_read_panel2_20260417_151425	False	12	50	100	2	True	False	Plasmodium falciparum; Plasmodium vivax	2	fixed	1	10	5	5	2	Plasmodium falciparum; Plasmodium vivax	Plasmodium; Plasmodium (Laverania); Plasmodium (Plasmodium); Plasmodium adleri (nom. inval.); Plasmodium cf. malariae; Plasmodium falciparum; Plasmodium falciparum 365.1; Plasmodium falciparum 383.1; Plasmodium reichenowi; Plasmodium vivax	Plasmodium (Laverania); Plasmodium (Plasmodium); Plasmodium adleri (nom. inval.); Plasmodium cf. malariae; Plasmodium reichenowi	True	True	True	True	False	0.2
multi_read	kraken	spikein_multi_read_panel2_20260417_151425	False	12	100	200	2	True	False	Plasmodium falciparum; Plasmodium vivax	2	fixed	1	17	9	8	2	Plasmodium falciparum; Plasmodium vivax	Plasmodium; Plasmodium (Haemamoeba); Plasmodium (Laverania); Plasmodium (Plasmodium); Plasmodium (Vinckeia); Plasmodium adleri (nom. inval.); Plasmodium berghei; Plasmodium berghei ANKA; Plasmodium cf. malariae; Plasmodium falciparum; Plasmodium falciparum 327.1; Plasmodium falciparum 365.1; Plasmodium falciparum 383.1; Plasmodium falciparum 3D7; Plasmodium falciparum 58.1; Plasmodium relictum; Plasmodium vivax	Plasmodium (Haemamoeba); Plasmodium (Laverania); Plasmodium (Plasmodium); Plasmodium (Vinckeia); Plasmodium adleri (nom. inval.); Plasmodium berghei; Plasmodium berghei ANKA; Plasmodium cf. malariae; Plasmodium relictum	True	True	True	True	False	0.118
multi_read	kraken	spikein_multi_read_panel2_20260417_151425	False	12	250	500	2	True	False	Plasmodium falciparum; Plasmodium vivax	2	fixed	1	19	9	10	2	Plasmodium falciparum; Plasmodium vivax	Plasmodium; Plasmodium (Haemamoeba); Plasmodium (Laverania); Plasmodium (Plasmodium); Plasmodium adleri (nom. inval.); Plasmodium cf. malariae; Plasmodium falciparum; Plasmodium falciparum 326.1; Plasmodium falciparum 327.1; Plasmodium falciparum 365.1; Plasmodium falciparum 383.1; Plasmodium falciparum 397.1; Plasmodium falciparum 398.1; Plasmodium falciparum 3D7; Plasmodium gonderi; Plasmodium praefalciparum (nom. ined.); Plasmodium reichenowi; Plasmodium relictum; Plasmodium vivax	Plasmodium (Haemamoeba); Plasmodium (Laverania); Plasmodium (Plasmodium); Plasmodium adleri (nom. inval.); Plasmodium cf. malariae; Plasmodium gonderi; Plasmodium praefalciparum (nom. ined.); Plasmodium reichenowi; Plasmodium relictum	True	True	True	True	False	0.105
multi_read	kraken	spikein_multi_read_panel2_20260417_151425	False	12	500	1000	2	True	False	Plasmodium falciparum; Plasmodium vivax	2	fixed	1	21	10	11	2	Plasmodium falciparum; Plasmodium vivax	Plasmodium; Plasmodium (Laverania); Plasmodium (Plasmodium); Plasmodium (Vinckeia); Plasmodium adleri (nom. inval.); Plasmodium berghei; Plasmodium berghei ANKA; Plasmodium cf. malariae; Plasmodium coatneyi; Plasmodium falciparum; Plasmodium falciparum 326.1; Plasmodium falciparum 327.1; Plasmodium falciparum 365.1; Plasmodium falciparum 383.1; Plasmodium falciparum 397.1; Plasmodium falciparum 398.1; Plasmodium falciparum 3D7; Plasmodium falciparum 58.1; Plasmodium praefalciparum (nom. ined.); Plasmodium reichenowi; Plasmodium vivax	Plasmodium (Laverania); Plasmodium (Plasmodium); Plasmodium (Vinckeia); Plasmodium adleri (nom. inval.); Plasmodium berghei; Plasmodium berghei ANKA; Plasmodium cf. malariae; Plasmodium coatneyi; Plasmodium praefalciparum (nom. ined.); Plasmodium reichenowi	True	True	True	True	False	0.095
multi_read	kraken	spikein_multi_read_panel2_20260417_151425	False	12	1000	2000	2	True	False	Plasmodium falciparum; Plasmodium vivax	2	fixed	1	24	12	12	2	Plasmodium falciparum; Plasmodium vivax	Plasmodium; Plasmodium (Haemamoeba); Plasmodium (Laverania); Plasmodium (Plasmodium); Plasmodium (Vinckeia); Plasmodium adleri (nom. inval.); Plasmodium berghei; Plasmodium berghei ANKA; Plasmodium cf. malariae; Plasmodium falciparum; Plasmodium falciparum 326.1; Plasmodium falciparum 327.1; Plasmodium falciparum 365.1; Plasmodium falciparum 383.1; Plasmodium falciparum 397.1; Plasmodium falciparum 398.1; Plasmodium falciparum 3D7; Plasmodium falciparum 58.1; Plasmodium falciparum NF54; Plasmodium gaboni; Plasmodium praefalciparum (nom. ined.); Plasmodium reichenowi; Plasmodium relictum; Plasmodium vivax	Plasmodium (Haemamoeba); Plasmodium (Laverania); Plasmodium (Plasmodium); Plasmodium (Vinckeia); Plasmodium adleri (nom. inval.); Plasmodium berghei; Plasmodium berghei ANKA; Plasmodium cf. malariae; Plasmodium gaboni; Plasmodium praefalciparum (nom. ined.); Plasmodium reichenowi; Plasmodium relictum	True	True	True	True	False	0.083
multi_read	kraken	spikein_multi_read_panel2_20260417_151425	False	12	2500	5000	2	True	False	Plasmodium falciparum; Plasmodium vivax	2	fixed	1	29	17	12	2	Plasmodium falciparum; Plasmodium vivax	Plasmodium; Plasmodium (Haemamoeba); Plasmodium (Laverania); Plasmodium (Plasmodium); Plasmodium (Vinckeia); Plasmodium adleri (nom. inval.); Plasmodium berghei; Plasmodium berghei ANKA; Plasmodium cf. malariae; Plasmodium falciparum; Plasmodium falciparum 326.1; Plasmodium falciparum 327.1; Plasmodium falciparum 365.1; Plasmodium falciparum 383.1; Plasmodium falciparum 397.1; Plasmodium falciparum 398.1; Plasmodium falciparum 3D7; Plasmodium falciparum 58.1; Plasmodium falciparum NF54; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium inui; Plasmodium inui San Antonio 1; Plasmodium knowlesi; Plasmodium ovale; Plasmodium praefalciparum (nom. ined.); Plasmodium reichenowi; Plasmodium relictum; Plasmodium vivax	Plasmodium (Haemamoeba); Plasmodium (Laverania); Plasmodium (Plasmodium); Plasmodium (Vinckeia); Plasmodium adleri (nom. inval.); Plasmodium berghei; Plasmodium berghei ANKA; Plasmodium cf. malariae; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium inui; Plasmodium inui San Antonio 1; Plasmodium knowlesi; Plasmodium ovale; Plasmodium praefalciparum (nom. ined.); Plasmodium reichenowi; Plasmodium relictum	True	True	True	True	False	0.069
multi_read	kraken	spikein_multi_read_panel2_20260417_151425	False	12	5000	10000	2	True	False	Plasmodium falciparum; Plasmodium vivax	2	fixed	1	32	20	12	2	Plasmodium falciparum; Plasmodium vivax	Plasmodium; Plasmodium (Haemamoeba); Plasmodium (Laverania); Plasmodium (Plasmodium); Plasmodium (Vinckeia); Plasmodium adleri (nom. inval.); Plasmodium berghei; Plasmodium berghei ANKA; Plasmodium cf. malariae; Plasmodium chabaudi; Plasmodium chabaudi adami; Plasmodium falciparum; Plasmodium falciparum 326.1; Plasmodium falciparum 327.1; Plasmodium falciparum 365.1; Plasmodium falciparum 383.1; Plasmodium falciparum 397.1; Plasmodium falciparum 398.1; Plasmodium falciparum 3D7; Plasmodium falciparum 58.1; Plasmodium falciparum NF54; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium inui San Antonio 1; Plasmodium knowlesi; Plasmodium ovale; Plasmodium praefalciparum (nom. ined.); Plasmodium reichenowi; Plasmodium relictum; Plasmodium vivax	Plasmodium (Haemamoeba); Plasmodium (Laverania); Plasmodium (Plasmodium); Plasmodium (Vinckeia); Plasmodium adleri (nom. inval.); Plasmodium berghei; Plasmodium berghei ANKA; Plasmodium cf. malariae; Plasmodium chabaudi; Plasmodium chabaudi adami; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium inui San Antonio 1; Plasmodium knowlesi; Plasmodium ovale; Plasmodium praefalciparum (nom. ined.); Plasmodium reichenowi; Plasmodium relictum	True	True	True	True	False	0.062
multi_read	kraken	spikein_multi_read_panel3_20260417_151431	False	1	1	3	3	True	False	Plasmodium falciparum; Plasmodium knowlesi; Plasmodium vivax	3	fixed	1	4	1	3	2	Plasmodium knowlesi; Plasmodium vivax	Plasmodium; Plasmodium (Plasmodium); Plasmodium knowlesi; Plasmodium vivax	Plasmodium (Plasmodium)	True	False	True	True	False	0.5
multi_read	kraken	spikein_multi_read_panel3_20260417_151431	False	1	5	15	3	True	False	Plasmodium falciparum; Plasmodium knowlesi; Plasmodium vivax	3	fixed	1	5	1	4	2	Plasmodium knowlesi; Plasmodium vivax	Plasmodium; Plasmodium (Plasmodium); Plasmodium knowlesi; Plasmodium knowlesi strain H; Plasmodium vivax	Plasmodium (Plasmodium)	True	False	True	True	False	0.4
multi_read	kraken	spikein_multi_read_panel3_20260417_151431	False	1	10	30	3	True	False	Plasmodium falciparum; Plasmodium knowlesi; Plasmodium vivax	3	fixed	1	7	3	4	2	Plasmodium knowlesi; Plasmodium vivax	Plasmodium; Plasmodium (Laverania); Plasmodium (Plasmodium); Plasmodium adleri (nom. inval.); Plasmodium knowlesi; Plasmodium knowlesi strain H; Plasmodium vivax	Plasmodium (Laverania); Plasmodium (Plasmodium); Plasmodium adleri (nom. inval.)	True	False	True	True	False	0.286
multi_read	kraken	spikein_multi_read_panel3_20260417_151431	False	1	25	75	3	True	False	Plasmodium falciparum; Plasmodium knowlesi; Plasmodium vivax	3	fixed	1	10	6	4	2	Plasmodium knowlesi; Plasmodium vivax	Plasmodium; Plasmodium (Laverania); Plasmodium (Plasmodium); Plasmodium (Vinckeia); Plasmodium adleri (nom. inval.); Plasmodium berghei; Plasmodium berghei ANKA; Plasmodium knowlesi; Plasmodium knowlesi strain H; Plasmodium vivax	Plasmodium (Laverania); Plasmodium (Plasmodium); Plasmodium (Vinckeia); Plasmodium adleri (nom. inval.); Plasmodium berghei; Plasmodium berghei ANKA	True	False	True	True	False	0.2
multi_read	kraken	spikein_multi_read_panel3_20260417_151431	False	1	50	150	3	True	False	Plasmodium falciparum; Plasmodium knowlesi; Plasmodium vivax	3	fixed	1	8	4	4	2	Plasmodium knowlesi; Plasmodium vivax	Plasmodium; Plasmodium (Laverania); Plasmodium (Plasmodium); Plasmodium adleri (nom. inval.); Plasmodium cf. malariae; Plasmodium knowlesi; Plasmodium knowlesi strain H; Plasmodium vivax	Plasmodium (Laverania); Plasmodium (Plasmodium); Plasmodium adleri (nom. inval.); Plasmodium cf. malariae	True	False	True	True	False	0.25
